userID,itemID,rating,SnackName,SnackType
7,28841,4,Cheerios,breakfast
7,39671,3,Pretzels,brunch
7,48211,4,Pretzels,breakfast
7,67674,1,Cheerios,lunch
7,74541,1,Cookies,lunch
7,78136,3,Pringles,evening munching
7,87212,4,Cheerios,evening munching
7,91657,1,Pringles,evening munching
7,110746,4,Sandwiches,brunch
7,134732,3,Cheerios,lunch
8,11219,5,Wraps,brunch
8,14707,5,Wraps,breakfast
8,20233,1,Cookies,breakfast
8,25635,5,Pretzels,evening munching
8,31642,5,Wraps,dinner
8,32496,5,Pretzels,breakfast
8,79813,5,Waffles,breakfast
8,80895,5,Pretzels,breakfast
8,122021,5,Pretzels,breakfast
8,134269,5,Pringles,evening munching
9,42076,3,Waffles,evening munching
9,43887,5,Waffles,evening munching
9,76323,3,Cookies,dinner
9,95670,3,Wraps,brunch
9,98993,3,Pretzels,breakfast
9,105156,3,Pretzels,breakfast
9,113452,3,Pretzels,breakfast
9,119398,2,Burgers,evening munching
9,130766,3,Cookies,breakfast
9,133420,3,Wraps,breakfast
10,11091,4,Pringles,dinner
10,19275,3,Cheerios,evening munching
10,21140,4,Pringles,brunch
10,44487,3,Pretzels,lunch
10,49147,1,Burgers,breakfast
10,54923,5,Waffles,evening munching
10,63451,3,Cookies,dinner
10,75206,3,Wraps,dinner
10,3342,1,Cheerios,evening munching
10,7522,3,Waffles,brunch
11,25363,3,Sandwiches,breakfast
11,38997,2,Sandwiches,breakfast
11,43685,4,Cookies,dinner
11,45488,4,Cookies,breakfast
11,62770,4,Cookies,breakfast
11,109450,4,Pretzels,brunch
11,122506,3,Pringles,lunch
11,130621,3,Wraps,breakfast
11,10438,3,Cookies,dinner
11,31025,4,Cheerios,dinner
12,61247,4,Wraps,breakfast
12,61525,5,Cookies,breakfast
12,72465,4,Cookies,brunch
12,89124,5,Cheerios,brunch
12,126946,2,Pringles,breakfast
12,127254,5,Sandwiches,evening munching
12,132216,4,Wraps,breakfast
12,134626,3,Burgers,breakfast
12,1666,4,Pringles,dinner
12,20977,4,Waffles,lunch
13,32861,3,Pretzels,brunch
13,36412,5,Sandwiches,dinner
13,40164,3,Burgers,dinner
13,46888,1,Pringles,evening munching
13,56192,4,Burgers,dinner
13,56333,3,Burgers,breakfast
13,67755,5,Wraps,dinner
13,68482,4,Wraps,lunch
13,81744,5,Sandwiches,dinner
13,127812,4,Wraps,evening munching
14,10678,5,Waffles,brunch
14,15769,4,Wraps,brunch
14,43893,3,Pringles,dinner
14,44545,1,Cookies,breakfast
14,83457,1,Waffles,lunch
14,86566,5,Cheerios,dinner
14,98899,1,Pringles,brunch
14,105421,3,Burgers,breakfast
14,113227,4,Cookies,evening munching
14,125948,1,Burgers,evening munching
15,12861,2,Pringles,brunch
15,25860,1,Pretzels,breakfast
15,46001,1,Wraps,evening munching
15,52354,1,Pretzels,breakfast
15,63594,3,Pretzels,breakfast
15,68482,1,Wraps,brunch
15,83695,1,Pretzels,evening munching
15,92459,1,Pringles,dinner
15,101952,4,Burgers,breakfast
15,123827,1,Waffles,breakfast
16,1905,3,Cookies,evening munching
16,3206,3,Sandwiches,dinner
16,13938,5,Pretzels,lunch
16,39616,4,Sandwiches,lunch
16,51340,1,Sandwiches,breakfast
16,54139,2,Burgers,brunch
16,74168,4,Cheerios,brunch
16,87088,4,Pretzels,brunch
16,103118,1,Pringles,lunch
16,114810,1,Sandwiches,evening munching
17,46499,5,Waffles,brunch
17,56164,5,Pretzels,lunch
17,60147,5,Wraps,lunch
17,62648,5,Pretzels,breakfast
17,63391,5,Cookies,breakfast
17,75215,5,Pringles,breakfast
17,100785,5,Cheerios,breakfast
17,112362,5,Wraps,breakfast
17,123702,5,Cookies,evening munching
17,130316,5,Pringles,lunch
18,3432,5,Pretzels,evening munching
18,13002,5,Pringles,evening munching
18,15813,5,Cheerios,dinner
18,21667,5,Waffles,breakfast
18,24057,5,Pringles,evening munching
18,25215,5,Waffles,dinner
18,94302,5,Waffles,evening munching
18,96148,5,Wraps,dinner
18,102798,5,Cookies,evening munching
18,116089,5,Pretzels,breakfast
19,16544,4,Pringles,brunch
19,22279,4,Wraps,breakfast
19,25922,3,Cookies,breakfast
19,39124,4,Burgers,evening munching
19,85132,3,Waffles,lunch
19,103906,2,Cookies,brunch
19,106719,2,Sandwiches,evening munching
19,114093,4,Cookies,evening munching
19,118414,2,Wraps,breakfast
19,132780,5,Wraps,brunch
20,19670,1,Burgers,brunch
20,26328,1,Sandwiches,evening munching
20,45348,1,Sandwiches,lunch
20,51936,1,Burgers,evening munching
20,57309,5,Wraps,brunch
20,61662,5,Pringles,brunch
20,68910,5,Burgers,breakfast
20,70014,5,Burgers,brunch
20,3342,1,Waffles,breakfast
20,7522,1,Cheerios,breakfast
21,25363,1,Cheerios,breakfast
21,38997,1,Pringles,dinner
21,43685,5,Wraps,breakfast
21,45488,2,Wraps,brunch
21,62770,1,Burgers,breakfast
21,109450,1,Cookies,brunch
21,122506,1,Burgers,breakfast
21,130621,1,Pringles,breakfast
21,10438,1,Pretzels,lunch
21,31025,1,Pringles,lunch
22,61247,5,Pretzels,breakfast
22,61525,3,Waffles,evening munching
22,72465,3,Pringles,dinner
22,89124,2,Pretzels,lunch
22,126946,2,Burgers,breakfast
22,127254,1,Pringles,lunch
22,132216,3,Cheerios,lunch
22,134626,3,Waffles,brunch
22,1666,3,Cheerios,lunch
22,20977,3,Pretzels,brunch
23,32861,5,Waffles,brunch
23,36412,3,Cookies,breakfast
23,49407,5,Cheerios,breakfast
23,50981,3,Wraps,brunch
23,66425,4,Wraps,dinner
23,93117,2,Cheerios,lunch
23,98836,2,Pretzels,brunch
23,108910,4,Cookies,evening munching
23,120077,3,Cookies,dinner
23,128018,4,Pringles,dinner
24,9076,5,Pretzels,evening munching
24,16681,4,Cheerios,dinner
24,17699,4,Cookies,breakfast
24,46471,2,Pringles,breakfast
24,49687,3,Burgers,brunch
24,56417,3,Waffles,evening munching
24,70429,2,Cheerios,evening munching
24,86767,2,Cheerios,dinner
24,99315,4,Waffles,evening munching
24,99513,2,Wraps,evening munching
25,1652,2,Wraps,breakfast
25,3418,4,Waffles,breakfast
25,14203,5,Waffles,brunch
25,46039,2,Cheerios,brunch
25,49613,1,Pretzels,lunch
25,93305,1,Waffles,brunch
25,105962,1,Cookies,brunch
25,119595,1,Cheerios,lunch
25,128871,1,Burgers,breakfast
25,135792,1,Pringles,evening munching
26,1774,4,Sandwiches,brunch
26,5618,3,Waffles,lunch
26,14078,4,Cookies,lunch
26,33450,1,Cheerios,breakfast
26,46382,1,Wraps,evening munching
26,58231,1,Pretzels,dinner
26,67823,3,Cheerios,evening munching
26,100537,1,Wraps,lunch
26,105791,1,Cheerios,brunch
26,131570,1,Cheerios,lunch
27,13683,2,Waffles,brunch
27,23902,1,Burgers,evening munching
27,44741,5,Burgers,dinner
27,50390,5,Cheerios,breakfast
27,53405,5,Wraps,lunch
27,97661,5,Pretzels,evening munching
27,109255,4,Pringles,brunch
27,111339,2,Waffles,lunch
27,126468,1,Sandwiches,evening munching
27,130344,5,Pringles,evening munching
28,19306,3,Pringles,evening munching
28,36826,3,Cookies,evening munching
28,72468,3,Pretzels,lunch
28,75521,4,Pretzels,lunch
28,92099,3,Waffles,lunch
28,95912,1,Pretzels,brunch
28,113269,3,Wraps,dinner
28,127798,3,Cookies,brunch
28,129234,1,Pringles,brunch
28,134207,1,Cheerios,evening munching
29,1244,1,Pretzels,dinner
29,2533,2,Cookies,breakfast
29,47145,1,Pretzels,lunch
29,54516,5,Waffles,lunch
29,62805,3,Wraps,evening munching
29,71531,5,Burgers,breakfast
29,75259,2,Pringles,evening munching
29,77718,1,Waffles,brunch
29,112478,1,Sandwiches,dinner
29,135481,5,Waffles,evening munching
30,5044,5,Pringles,breakfast
30,24277,5,Pretzels,dinner
30,50933,5,Burgers,lunch
30,57467,4,Waffles,evening munching
30,91230,5,Waffles,breakfast
30,92211,4,Sandwiches,lunch
30,92856,4,Pretzels,dinner
30,95154,5,Sandwiches,breakfast
30,3342,5,Burgers,lunch
30,7522,5,Waffles,brunch
31,25363,5,Pretzels,dinner
31,38997,5,Sandwiches,dinner
31,43685,5,Cookies,brunch
31,45488,1,Wraps,dinner
31,62770,5,Waffles,lunch
31,109450,5,Cookies,evening munching
31,122506,1,Cheerios,breakfast
31,130621,1,Waffles,evening munching
31,10438,1,Wraps,evening munching
31,31025,5,Burgers,breakfast
32,61247,5,Sandwiches,dinner
32,61525,4,Wraps,breakfast
32,72465,5,Cheerios,lunch
32,89124,5,Cheerios,lunch
32,126946,4,Cheerios,evening munching
32,127254,4,Pretzels,brunch
32,132216,4,Wraps,dinner
32,134626,3,Pringles,breakfast
32,1666,5,Sandwiches,brunch
32,20977,2,Pretzels,evening munching
33,32861,5,Wraps,evening munching
33,36412,3,Wraps,dinner
33,41345,5,Pretzels,lunch
33,73686,5,Sandwiches,breakfast
33,75953,5,Cookies,brunch
33,86341,4,Sandwiches,dinner
33,90915,4,Cookies,evening munching
33,106768,5,Waffles,lunch
33,116608,4,Burgers,brunch
33,135481,4,Pringles,brunch
34,29186,5,Sandwiches,breakfast
34,61166,4,Waffles,brunch
34,64603,4,Pringles,lunch
34,76594,4,Sandwiches,breakfast
34,77314,5,Waffles,dinner
34,103561,4,Wraps,breakfast
34,105448,5,Pringles,breakfast
34,110735,4,Wraps,brunch
34,127733,4,Cookies,brunch
34,131146,4,Cheerios,brunch
35,9071,5,Wraps,lunch
35,14188,4,Waffles,breakfast
35,33028,4,Cookies,breakfast
35,33549,1,Pringles,dinner
35,43745,5,Sandwiches,brunch
35,59960,4,Sandwiches,brunch
35,60917,3,Burgers,lunch
35,77048,1,Sandwiches,dinner
35,117586,1,Sandwiches,brunch
35,134279,5,Sandwiches,evening munching
36,21651,2,Sandwiches,lunch
36,39010,3,Wraps,lunch
36,40233,3,Cookies,dinner
36,54907,4,Pretzels,dinner
36,87638,3,Waffles,breakfast
36,95534,3,Wraps,dinner
36,97620,2,Burgers,brunch
36,119106,4,Pringles,lunch
36,131967,3,Waffles,breakfast
36,132680,3,Wraps,lunch
37,1457,2,Burgers,brunch
37,8276,2,Cheerios,lunch
37,14435,2,Pringles,lunch
37,25316,4,Pretzels,dinner
37,50428,3,Waffles,breakfast
37,85046,2,Waffles,breakfast
37,102759,4,Sandwiches,brunch
37,123625,2,Wraps,brunch
37,126422,3,Wraps,lunch
37,131187,3,Pringles,lunch
38,8750,5,Cheerios,brunch
38,37065,4,Sandwiches,breakfast
38,39813,5,Cookies,dinner
38,56680,5,Cookies,evening munching
38,66287,5,Sandwiches,evening munching
38,88202,3,Cheerios,breakfast
38,93088,4,Wraps,evening munching
38,112595,4,Burgers,brunch
38,113367,4,Pretzels,lunch
38,121401,5,Cheerios,breakfast
39,8644,1,Wraps,dinner
39,12188,4,Waffles,brunch
39,27653,1,Burgers,dinner
39,36661,3,Cookies,lunch
39,55122,3,Sandwiches,evening munching
39,77516,3,Burgers,dinner
39,96257,3,Wraps,dinner
39,102164,3,Cookies,lunch
39,103879,2,Waffles,breakfast
39,120008,3,Cookies,breakfast
40,17585,5,Sandwiches,breakfast
40,52585,5,Wraps,evening munching
40,66799,5,Waffles,breakfast
40,79614,1,Wraps,lunch
40,97148,1,Waffles,breakfast
40,98606,5,Pringles,lunch
40,101960,1,Burgers,brunch
40,115901,5,Pringles,lunch
40,127588,5,Burgers,brunch
40,131048,5,Cheerios,breakfast
41,5330,1,Cheerios,lunch
41,23439,4,Wraps,dinner
41,29559,1,Wraps,brunch
41,79249,1,Pringles,breakfast
41,91576,1,Wraps,brunch
41,103449,1,Sandwiches,brunch
41,114925,1,Pringles,evening munching
41,128979,4,Wraps,breakfast
41,130438,1,Wraps,lunch
41,133270,1,Sandwiches,breakfast
42,15444,5,Cheerios,brunch
42,32159,5,Pretzels,lunch
42,39919,5,Pretzels,breakfast
42,49202,3,Burgers,dinner
42,92923,5,Pretzels,dinner
42,96641,2,Sandwiches,lunch
42,101959,5,Pringles,evening munching
42,107562,4,Burgers,evening munching
42,121423,5,Pretzels,lunch
42,134785,5,Sandwiches,dinner
43,4908,5,Cheerios,lunch
43,27255,5,Burgers,evening munching
43,36698,5,Wraps,dinner
43,72465,5,Waffles,evening munching
43,91987,5,Cheerios,brunch
43,120517,5,Pringles,dinner
43,124472,5,Burgers,lunch
43,132292,5,Cheerios,lunch
43,134189,5,Waffles,brunch
43,136449,5,Burgers,lunch
44,5772,5,Cheerios,lunch
44,37325,5,Pretzels,brunch
44,54877,5,Pringles,dinner
44,79184,5,Waffles,brunch
44,79702,4,Burgers,dinner
44,82864,5,Pretzels,evening munching
44,95775,5,Sandwiches,lunch
44,100894,3,Wraps,lunch
44,117566,5,Cookies,evening munching
44,132603,5,Waffles,lunch
45,7667,5,Waffles,evening munching
45,19849,5,Sandwiches,dinner
45,21117,5,Pringles,lunch
45,44396,5,Pretzels,lunch
45,61038,5,Waffles,dinner
45,69524,1,Waffles,brunch
45,83141,5,Cookies,lunch
45,100059,5,Cheerios,lunch
45,102012,5,Sandwiches,breakfast
45,118550,5,Pringles,evening munching
46,35350,4,Waffles,dinner
46,39529,3,Wraps,brunch
46,41139,5,Waffles,breakfast
46,41934,3,Burgers,brunch
46,43579,3,Pringles,dinner
46,72017,5,Wraps,dinner
46,76003,4,Cookies,breakfast
46,92547,4,Cookies,lunch
46,93231,5,Sandwiches,dinner
46,108115,4,Sandwiches,brunch
47,2135,1,Sandwiches,breakfast
47,13773,2,Sandwiches,dinner
47,25820,1,Burgers,breakfast
47,81153,5,Pringles,brunch
47,100995,5,Burgers,breakfast
47,103028,3,Waffles,brunch
47,119449,4,Pretzels,breakfast
47,123460,4,Pretzels,breakfast
47,123813,2,Burgers,breakfast
47,134954,5,Cheerios,evening munching
48,4043,3,Burgers,lunch
48,16790,4,Cookies,brunch
48,44762,5,Sandwiches,evening munching
48,48464,4,Wraps,evening munching
48,78252,3,Sandwiches,lunch
48,104392,2,Burgers,breakfast
48,104559,3,Burgers,breakfast
48,111709,2,Cookies,evening munching
48,132768,2,Pretzels,evening munching
48,135789,2,Pringles,evening munching
49,866,1,Pretzels,evening munching
49,14467,3,Cheerios,breakfast
49,16740,5,Cookies,breakfast
49,17888,1,Sandwiches,lunch
49,42906,1,Waffles,lunch
49,50213,2,Cookies,evening munching
49,114432,1,Cookies,lunch
49,116754,1,Cheerios,lunch
49,129334,4,Waffles,breakfast
49,130194,4,Wraps,breakfast
50,10119,1,Pringles,breakfast
50,11525,5,Wraps,breakfast
50,18051,5,Burgers,evening munching
50,23124,1,Cheerios,lunch
50,26305,5,Sandwiches,evening munching
50,54335,5,Cheerios,breakfast
50,58178,4,Waffles,evening munching
50,97838,5,Pretzels,brunch
50,3342,5,Pretzels,breakfast
50,7522,5,Sandwiches,dinner
51,25363,1,Cheerios,lunch
51,38997,5,Waffles,dinner
51,43685,4,Burgers,brunch
51,45488,5,Burgers,dinner
51,62770,1,Waffles,dinner
51,109450,1,Sandwiches,lunch
51,122506,1,Sandwiches,breakfast
51,130621,5,Pringles,brunch
51,10438,1,Burgers,lunch
51,31025,1,Waffles,dinner
52,61247,5,Waffles,brunch
52,61525,1,Cheerios,brunch
52,72465,2,Pringles,dinner
52,89124,2,Cookies,lunch
52,126946,1,Wraps,breakfast
52,127254,1,Wraps,breakfast
52,132216,1,Wraps,dinner
52,134626,1,Waffles,dinner
52,1666,3,Cheerios,dinner
52,20977,2,Cookies,dinner
53,32861,1,Cookies,breakfast
53,36412,3,Burgers,brunch
53,36680,4,Burgers,lunch
53,54042,4,Pringles,dinner
53,55622,1,Sandwiches,dinner
53,63893,1,Wraps,dinner
53,68675,1,Sandwiches,evening munching
53,111212,3,Wraps,evening munching
53,115912,1,Sandwiches,evening munching
53,136479,2,Burgers,brunch
54,2245,5,Wraps,evening munching
54,9065,2,Pretzels,breakfast
54,13651,1,Waffles,evening munching
54,17511,2,Pringles,dinner
54,22138,3,Wraps,brunch
54,30893,2,Burgers,evening munching
54,37249,3,Waffles,brunch
54,101734,2,Sandwiches,lunch
54,105189,4,Pretzels,breakfast
54,119389,2,Cookies,lunch
55,1048,1,Pringles,breakfast
55,10773,1,Waffles,brunch
55,41672,2,Pringles,breakfast
55,47711,3,Wraps,dinner
55,66638,1,Pringles,evening munching
55,70362,4,Burgers,brunch
55,82094,2,Wraps,evening munching
55,118909,2,Waffles,brunch
55,119103,2,Sandwiches,evening munching
55,136076,3,Pretzels,lunch
56,1840,5,Waffles,dinner
56,7923,5,Pringles,breakfast
56,13417,5,Pretzels,brunch
56,32126,3,Wraps,brunch
56,57841,5,Waffles,brunch
56,63497,5,Wraps,breakfast
56,77182,5,Cookies,evening munching
56,78868,5,Pringles,breakfast
56,111101,5,Waffles,brunch
56,122702,3,Pretzels,breakfast
57,5542,5,Pretzels,dinner
57,12447,5,Sandwiches,lunch
57,19690,5,Pringles,evening munching
57,27937,5,Cheerios,dinner
57,47261,5,Cheerios,brunch
57,65671,5,Burgers,dinner
57,70745,3,Cookies,brunch
57,76051,5,Cookies,evening munching
57,105433,5,Sandwiches,evening munching
57,123909,5,Pretzels,breakfast
58,15503,3,Cheerios,breakfast
58,24033,2,Pretzels,brunch
58,32274,4,Cookies,brunch
58,33558,1,Wraps,lunch
58,49784,1,Pretzels,evening munching
58,99702,4,Cookies,brunch
58,105433,5,Waffles,lunch
58,106513,5,Burgers,lunch
58,111322,1,Pretzels,brunch
58,124762,1,Pringles,dinner
59,14312,5,Burgers,dinner
59,26302,2,Burgers,dinner
59,38756,1,Burgers,breakfast
59,52137,5,Sandwiches,lunch
59,68339,5,Burgers,dinner
59,68572,5,Wraps,evening munching
59,70786,2,Waffles,breakfast
59,90176,3,Burgers,breakfast
59,94971,5,Cheerios,brunch
59,105567,1,Pringles,dinner
60,18558,1,Cookies,breakfast
60,18605,3,Pringles,breakfast
60,46551,5,Waffles,lunch
60,58701,1,Burgers,evening munching
60,66975,1,Pringles,lunch
60,78786,1,Wraps,brunch
60,93928,1,Sandwiches,lunch
60,118129,1,Cheerios,dinner
60,124911,3,Waffles,dinner
60,128554,1,Wraps,lunch
61,4881,5,Wraps,breakfast
61,11539,1,Pretzels,brunch
61,12725,5,Pretzels,brunch
61,65816,5,Burgers,breakfast
61,68083,5,Waffles,breakfast
61,76362,5,Sandwiches,dinner
61,78695,5,Cookies,evening munching
61,82398,5,Cookies,lunch
61,106217,3,Wraps,lunch
61,127768,5,Pringles,dinner
62,1048,5,Cheerios,dinner
62,5674,4,Cookies,brunch
62,19318,4,Pretzels,lunch
62,41838,3,Pringles,lunch
62,66621,5,Wraps,evening munching
62,82156,5,Burgers,breakfast
62,99627,4,Burgers,breakfast
62,101984,4,Sandwiches,evening munching
62,112783,1,Cheerios,lunch
62,131736,3,Waffles,brunch
63,15251,1,Burgers,lunch
63,16322,5,Pretzels,brunch
63,29899,1,Cookies,brunch
63,43525,1,Pringles,breakfast
63,46588,1,Wraps,evening munching
63,49904,1,Pringles,brunch
63,97148,1,Burgers,brunch
63,109406,1,Burgers,evening munching
63,117710,1,Pretzels,lunch
63,130969,1,Sandwiches,dinner
64,17426,4,Cheerios,breakfast
64,39488,4,Cookies,lunch
64,47332,5,Cheerios,dinner
64,61035,5,Cookies,brunch
64,65696,5,Pretzels,brunch
64,73324,5,Cookies,brunch
64,84891,3,Burgers,lunch
64,100213,4,Pringles,lunch
64,114762,2,Pringles,dinner
64,117748,5,Waffles,lunch
65,6516,5,Sandwiches,evening munching
65,9694,1,Pringles,lunch
65,20233,5,Cheerios,evening munching
65,39301,5,Cheerios,brunch
65,43266,5,Wraps,lunch
65,113669,5,Sandwiches,dinner
65,114770,5,Waffles,dinner
65,115265,3,Pringles,evening munching
65,119413,5,Sandwiches,dinner
65,129125,5,Waffles,lunch
66,17355,5,Cookies,brunch
66,25607,1,Sandwiches,dinner
66,25869,3,Waffles,dinner
66,34380,2,Pringles,lunch
66,34566,1,Burgers,lunch
66,56192,1,Cheerios,breakfast
66,101121,3,Burgers,evening munching
66,112023,4,Wraps,brunch
66,123403,3,Cookies,evening munching
66,125401,2,Sandwiches,breakfast
67,13938,5,Cookies,breakfast
67,26850,4,Wraps,breakfast
67,30664,3,Pringles,evening munching
67,52309,2,Waffles,lunch
67,56069,2,Waffles,brunch
67,76691,3,Cookies,brunch
67,89044,3,Cookies,dinner
67,90562,3,Wraps,brunch
67,3342,3,Pringles,evening munching
67,7522,5,Burgers,dinner
68,25363,5,Cookies,lunch
68,38997,3,Pretzels,dinner
68,43685,1,Waffles,dinner
68,45488,3,Waffles,brunch
68,62770,1,Pringles,lunch
68,109450,1,Pretzels,brunch
68,122506,1,Cheerios,evening munching
68,130621,2,Cookies,lunch
68,10438,2,Burgers,brunch
68,31025,1,Burgers,lunch
69,61247,5,Pringles,lunch
69,61525,5,Pretzels,lunch
69,72465,4,Sandwiches,lunch
69,89124,5,Cookies,breakfast
69,126946,5,Wraps,evening munching
69,127254,5,Pretzels,brunch
69,132216,4,Wraps,evening munching
69,134626,5,Cheerios,evening munching
69,1666,5,Wraps,breakfast
69,20977,5,Burgers,lunch
70,32861,5,Cookies,evening munching
70,36412,5,Burgers,evening munching
70,14956,5,Cookies,dinner
70,30952,4,Pretzels,evening munching
70,43021,4,Burgers,evening munching
70,45839,3,Burgers,evening munching
70,68057,5,Wraps,brunch
70,68629,4,Burgers,brunch
70,81941,4,Wraps,dinner
70,105702,5,Cookies,brunch
71,11922,2,Waffles,lunch
71,21952,5,Cookies,lunch
71,33584,4,Cookies,brunch
71,56460,4,Pringles,lunch
71,58534,1,Wraps,dinner
71,72964,5,Cheerios,brunch
71,75762,4,Waffles,breakfast
71,86937,5,Cheerios,lunch
71,88023,4,Cookies,breakfast
71,95405,5,Burgers,brunch
72,15503,5,Pringles,dinner
72,19920,3,Pringles,brunch
72,39258,4,Cookies,lunch
72,51388,3,Cheerios,lunch
72,51633,5,Cookies,breakfast
72,53570,1,Sandwiches,dinner
72,84625,1,Cheerios,breakfast
72,108255,4,Sandwiches,breakfast
72,123130,4,Pringles,breakfast
72,127672,4,Cheerios,dinner
73,14752,5,Pretzels,lunch
73,25603,4,Cheerios,breakfast
73,27223,4,Pringles,breakfast
73,35972,1,Pretzels,brunch
73,38550,5,Cookies,brunch
73,59014,1,Pretzels,dinner
73,71582,4,Burgers,dinner
73,74640,4,Pretzels,brunch
73,109683,3,Cheerios,dinner
73,122545,5,Waffles,evening munching
74,18834,3,Pringles,dinner
74,24317,5,Pretzels,evening munching
74,36752,3,Wraps,brunch
74,61564,1,Wraps,evening munching
74,72357,3,Waffles,dinner
74,93546,3,Wraps,lunch
74,111990,1,Burgers,breakfast
74,119573,1,Wraps,evening munching
74,134456,1,Sandwiches,lunch
74,135217,1,Pretzels,lunch
75,9317,2,Wraps,breakfast
75,16716,1,Waffles,lunch
75,38174,4,Pretzels,brunch
75,47762,4,Pretzels,breakfast
75,60936,5,Cookies,brunch
75,63514,2,Waffles,lunch
75,69291,3,Wraps,evening munching
75,79004,3,Wraps,evening munching
75,87688,1,Wraps,breakfast
75,99279,5,Cookies,brunch
76,22432,3,Cookies,evening munching
76,39362,5,Pringles,brunch
76,55533,1,Sandwiches,evening munching
76,64877,5,Pringles,brunch
76,84689,5,Waffles,evening munching
76,95789,5,Pretzels,evening munching
76,109752,5,Waffles,evening munching
76,111043,4,Burgers,dinner
76,128758,5,Burgers,breakfast
76,129625,5,Sandwiches,breakfast
77,7976,3,Wraps,lunch
77,29274,5,Sandwiches,evening munching
77,60568,5,Burgers,dinner
77,76633,1,Cheerios,dinner
77,76873,5,Pretzels,evening munching
77,78530,5,Wraps,dinner
77,88226,5,Cheerios,evening munching
77,95789,5,Cookies,lunch
77,97799,5,Pringles,evening munching
77,109372,5,Waffles,brunch
78,23686,2,Wraps,brunch
78,26339,4,Sandwiches,lunch
78,47382,1,Burgers,dinner
78,48344,4,Cheerios,dinner
78,67010,1,Wraps,lunch
78,71586,1,Burgers,brunch
78,78456,4,Cheerios,lunch
78,98761,1,Burgers,brunch
78,116917,4,Sandwiches,brunch
78,134076,3,Sandwiches,evening munching
79,2291,5,Cheerios,dinner
79,19248,3,Pretzels,lunch
79,19984,5,Waffles,evening munching
79,21561,3,Pringles,brunch
79,49507,3,Burgers,evening munching
79,62450,4,Sandwiches,evening munching
79,65444,4,Burgers,breakfast
79,90680,2,Pretzels,brunch
79,112052,4,Burgers,evening munching
79,129353,3,Cheerios,breakfast
80,18161,4,Pretzels,breakfast
80,28985,5,Sandwiches,evening munching
80,41102,5,Cookies,dinner
80,55622,5,Cheerios,brunch
80,74793,4,Cookies,evening munching
80,75248,5,Pringles,brunch
80,81638,5,Pretzels,dinner
80,119136,2,Sandwiches,evening munching
80,119332,4,Sandwiches,lunch
80,134149,2,Pringles,evening munching
81,1826,3,Pringles,lunch
81,8658,2,Cookies,dinner
81,37201,2,Waffles,dinner
81,62770,3,Wraps,dinner
81,72693,1,Pretzels,lunch
81,82804,1,Wraps,breakfast
81,83489,3,Burgers,evening munching
81,96037,1,Pringles,dinner
81,128445,2,Sandwiches,brunch
81,130700,5,Cheerios,brunch
82,4146,3,Sandwiches,evening munching
82,6248,4,Pringles,evening munching
82,25774,2,Cookies,evening munching
82,26107,2,Sandwiches,dinner
82,39847,3,Pretzels,lunch
82,84964,4,Burgers,brunch
82,85111,2,Pretzels,breakfast
82,97566,4,Pringles,brunch
82,99374,2,Cookies,breakfast
82,113891,4,Pringles,dinner
83,17227,1,Pretzels,brunch
83,22763,1,Pretzels,lunch
83,25556,1,Cheerios,dinner
83,74249,1,Waffles,lunch
83,102784,5,Pringles,evening munching
83,106968,5,Cookies,dinner
83,108430,1,Sandwiches,breakfast
